stringId_A	stringId_B	preferredName_A	preferredName_B	ncbiTaxonId	score	nscore	fscore	pscore	ascore	escore	dscore	tscore
9606.ENSP00000221930	9606.ENSP00000266646	TGFB1	INHBE	9606	0.905	0.0	0.0	0.0	0.0	0.0	0.9	0.096
9606.ENSP00000221930	9606.ENSP00000263341	TGFB1	IL1B	9606	0.932	0.0	0.0	0.0	0.14	0.0	0.0	0.924
9606.ENSP00000221930	9606.ENSP00000398698	TGFB1	TNF	9606	0.941	0.0	0.0	0.0	0.125	0.0	0.0	0.935
9606.ENSP00000221930	9606.ENSP00000385675	TGFB1	IL6	9606	0.96	0.0	0.0	0.0	0.106	0.0	0.4	0.932
9606.ENSP00000221930	9606.ENSP00000346839	TGFB1	FN1	9606	0.969	0.0	0.0	0.0	0.049	0.0	0.0	0.969
9606.ENSP00000221930	9606.ENSP00000327336	TGFB1	BGN	9606	0.978	0.0	0.0	0.0	0.122	0.292	0.5	0.94
9606.ENSP00000221930	9606.ENSP00000362299	TGFB1	ENG	9606	0.998	0.0	0.0	0.0	0.172	0.591	0.0	0.997
9606.ENSP00000222381	9606.ENSP00000468236	PON1	APOC4	9606	0.908	0.0	0.0	0.0	0.152	0.0	0.72	0.646
9606.ENSP00000222381	9606.ENSP00000317674	PON1	APOL1	9606	0.912	0.0	0.0	0.0	0.0	0.0	0.72	0.701
9606.ENSP00000222381	9606.ENSP00000252486	PON1	APOE	9606	0.977	0.0	0.0	0.0	0.103	0.0	0.72	0.918
9606.ENSP00000222381	9606.ENSP00000315130	PON1	CLU	9606	0.996	0.0	0.0	0.0	0.0	0.292	0.72	0.983
9606.ENSP00000226444	9606.ENSP00000363794	SULT1E1	HSD17B8	9606	0.921	0.0	0.0	0.0	0.0	0.0	0.9	0.244
9606.ENSP00000226444	9606.ENSP00000346768	SULT1E1	UGT1A9	9606	0.943	0.0	0.0	0.0	0.097	0.0	0.9	0.423
9606.ENSP00000226444	9606.ENSP00000378488	SULT1E1	CYP1A1	9606	0.948	0.0	0.0	0.0	0.086	0.0	0.9	0.479
9606.ENSP00000226444	9606.ENSP00000304845	SULT1E1	UGT1A1	9606	0.956	0.0	0.0	0.0	0.078	0.0	0.9	0.563
9606.ENSP00000226444	9606.ENSP00000379683	SULT1E1	CYP19A1	9606	0.959	0.0	0.0	0.0	0.05	0.0	0.9	0.608
9606.ENSP00000226574	9606.ENSP00000377936	NFKB1	PPP2R2B	9606	0.905	0.0	0.0	0.0	0.067	0.0	0.9	0.072
9606.ENSP00000226574	9606.ENSP00000481570	NFKB1	TNFAIP3	9606	0.908	0.0	0.0	0.0	0.285	0.297	0.0	0.832
9606.ENSP00000226574	9606.ENSP00000478887	NFKB1	MYC	9606	0.917	0.0	0.0	0.0	0.115	0.292	0.0	0.879
9606.ENSP00000226574	9606.ENSP00000354394	NFKB1	STAT1	9606	0.926	0.0	0.0	0.0	0.129	0.045	0.0	0.918
9606.ENSP00000226574	9606.ENSP00000369581	NFKB1	IFNB1	9606	0.928	0.0	0.0	0.0	0.045	0.0	0.65	0.802
9606.ENSP00000226574	9606.ENSP00000229135	NFKB1	IFNG	9606	0.932	0.0	0.0	0.0	0.09	0.0	0.0	0.929
9606.ENSP00000226574	9606.ENSP00000249071	NFKB1	RAC2	9606	0.938	0.0	0.0	0.0	0.145	0.102	0.9	0.295
9606.ENSP00000226574	9606.ENSP00000405330	NFKB1	ESR1	9606	0.957	0.0	0.0	0.0	0.0	0.51	0.0	0.916
9606.ENSP00000226574	9606.ENSP00000264657	NFKB1	STAT3	9606	0.962	0.0	0.0	0.0	0.126	0.598	0.0	0.902
9606.ENSP00000226574	9606.ENSP00000280357	NFKB1	IL18	9606	0.979	0.0	0.0	0.0	0.053	0.0	0.9	0.799
9606.ENSP00000226574	9606.ENSP00000269305	NFKB1	TP53	9606	0.989	0.0	0.0	0.0	0.098	0.045	0.0	0.989
9606.ENSP00000226574	9606.ENSP00000260010	NFKB1	TLR2	9606	0.992	0.0	0.0	0.0	0.167	0.093	0.9	0.91
9606.ENSP00000226574	9606.ENSP00000363089	NFKB1	TLR4	9606	0.993	0.0	0.0	0.0	0.116	0.093	0.9	0.932
9606.ENSP00000226574	9606.ENSP00000385675	NFKB1	IL6	9606	0.994	0.0	0.0	0.0	0.176	0.0	0.9	0.942
9606.ENSP00000226574	9606.ENSP00000263341	NFKB1	IL1B	9606	0.996	0.0	0.0	0.0	0.2	0.0	0.9	0.959
9606.ENSP00000226574	9606.ENSP00000263253	NFKB1	EP300	9606	0.998	0.0	0.0	0.0	0.058	0.833	0.5	0.981
9606.ENSP00000226574	9606.ENSP00000398698	NFKB1	TNF	9606	0.999	0.0	0.0	0.0	0.194	0.0	0.9	0.995
9606.ENSP00000226574	9606.ENSP00000430684	NFKB1	IKBKB	9606	0.999	0.0	0.0	0.0	0.125	0.885	0.9	0.979
9606.ENSP00000228872	9606.ENSP00000418915	CDKN1B	CDKN2A	9606	0.93	0.0	0.0	0.0	0.0	0.049	0.5	0.865
9606.ENSP00000228872	9606.ENSP00000262662	CDKN1B	CDKN2C	9606	0.956	0.0	0.0	0.0	0.047	0.049	0.5	0.915
9606.ENSP00000228872	9606.ENSP00000256442	CDKN1B	CCNB1	9606	0.972	0.0	0.0	0.0	0.0	0.826	0.0	0.849
9606.ENSP00000228872	9606.ENSP00000378699	CDKN1B	CDK1	9606	0.978	0.0	0.0	0.0	0.09	0.903	0.0	0.776
9606.ENSP00000228872	9606.ENSP00000269305	CDKN1B	TP53	9606	0.991	0.0	0.0	0.0	0.0	0.076	0.9	0.911
9606.ENSP00000228872	9606.ENSP00000451828	CDKN1B	AKT1	9606	0.996	0.0	0.0	0.0	0.121	0.797	0.9	0.842
9606.ENSP00000228872	9606.ENSP00000261254	CDKN1B	CCND2	9606	0.999	0.0	0.0	0.0	0.098	0.994	0.9	0.707
9606.ENSP00000229135	9606.ENSP00000264657	IFNG	STAT3	9606	0.907	0.0	0.0	0.0	0.058	0.0	0.0	0.905
9606.ENSP00000229135	9606.ENSP00000260010	IFNG	TLR2	9606	0.918	0.0	0.0	0.0	0.06	0.0	0.0	0.916
9606.ENSP00000229135	9606.ENSP00000292303	IFNG	CCR5	9606	0.92	0.0	0.0	0.0	0.186	0.0	0.0	0.906
9606.ENSP00000229135	9606.ENSP00000411355	IFNG	PTPRC	9606	0.924	0.0	0.0	0.0	0.126	0.0	0.0	0.917
9606.ENSP00000229135	9606.ENSP00000363089	IFNG	TLR4	9606	0.946	0.0	0.0	0.0	0.056	0.0	0.0	0.945
9606.ENSP00000229135	9606.ENSP00000280357	IFNG	IL18	9606	0.949	0.0	0.0	0.0	0.104	0.0	0.0	0.945
9606.ENSP00000229135	9606.ENSP00000369581	IFNG	IFNB1	9606	0.95	0.0	0.0	0.0	0.149	0.0	0.0	0.943
9606.ENSP00000229135	9606.ENSP00000497102	IFNG	CTLA4	9606	0.951	0.0	0.0	0.0	0.302	0.0	0.0	0.933
9606.ENSP00000229135	9606.ENSP00000369554	IFNG	IFNA2	9606	0.968	0.0	0.0	0.0	0.12	0.0	0.0	0.965
9606.ENSP00000229135	9606.ENSP00000351255	IFNG	STAT4	9606	0.981	0.0	0.0	0.0	0.186	0.0	0.75	0.917
9606.ENSP00000229135	9606.ENSP00000385675	IFNG	IL6	9606	0.983	0.0	0.0	0.0	0.128	0.0	0.0	0.981
9606.ENSP00000229135	9606.ENSP00000354394	IFNG	STAT1	9606	0.986	0.0	0.0	0.0	0.131	0.0	0.5	0.971
9606.ENSP00000229135	9606.ENSP00000398698	IFNG	TNF	9606	0.991	0.0	0.0	0.0	0.202	0.0	0.0	0.99
9606.ENSP00000229135	9606.ENSP00000263341	IFNG	IL1B	9606	0.998	0.0	0.0	0.0	0.273	0.0	0.0	0.997
9606.ENSP00000231790	9606.ENSP00000500891	MLH1	MUTYH	9606	0.92	0.069	0.0	0.0	0.083	0.0	0.0	0.914
9606.ENSP00000231790	9606.ENSP00000472445	MLH1	POLD1	9606	0.944	0.0	0.0	0.0	0.292	0.278	0.54	0.79
9606.ENSP00000231790	9606.ENSP00000369497	MLH1	BRCA2	9606	0.954	0.0	0.0	0.0	0.044	0.0	0.54	0.905
9606.ENSP00000231790	9606.ENSP00000269305	MLH1	TP53	9606	0.965	0.0	0.0	0.0	0.0	0.0	0.75	0.867
9606.ENSP00000231790	9606.ENSP00000287647	MLH1	FANCD2	9606	0.971	0.0	0.0	0.0	0.115	0.51	0.54	0.874
9606.ENSP00000231790	9606.ENSP00000418960	MLH1	BRCA1	9606	0.994	0.0	0.0	0.0	0.087	0.835	0.54	0.93
9606.ENSP00000231790	9606.ENSP00000278616	MLH1	ATM	9606	0.997	0.0	0.0	0.0	0.055	0.287	0.54	0.991
9606.ENSP00000231790	9606.ENSP00000259008	MLH1	BRIP1	9606	0.999	0.0	0.0	0.0	0.088	0.994	0.9	0.95
9606.ENSP00000231790	9606.ENSP00000347232	MLH1	BLM	9606	0.999	0.045	0.0	0.0	0.135	0.996	0.5	0.807
9606.ENSP00000231790	9606.ENSP00000233146	MLH1	MSH2	9606	0.999	0.061	0.0	0.286	0.384	0.923	0.54	0.999
9606.ENSP00000231790	9606.ENSP00000265849	MLH1	PMS2	9606	0.999	0.0	0.0	0.109	0.121	0.997	0.9	0.992
9606.ENSP00000231790	9606.ENSP00000234420	MLH1	MSH6	9606	0.999	0.061	0.0	0.247	0.36	0.864	0.54	0.999
9606.ENSP00000232888	9606.ENSP00000385787	RRP9	POP1	9606	0.914	0.0	0.0	0.0	0.179	0.0	0.9	0.0
9606.ENSP00000232888	9606.ENSP00000375632	RRP9	RPS9	9606	0.994	0.0	0.0	0.0	0.297	0.982	0.5	0.211
9606.ENSP00000232888	9606.ENSP00000261637	RRP9	UTP20	9606	0.998	0.0	0.0	0.0	0.325	0.991	0.54	0.592
9606.ENSP00000233078	9606.ENSP00000257552	DAZAP1	MSI1	9606	0.911	0.0	0.0	0.115	0.0	0.0	0.9	0.079
9606.ENSP00000233146	9606.ENSP00000347232	MSH2	BLM	9606	0.907	0.047	0.0	0.0	0.291	0.638	0.0	0.664
9606.ENSP00000233146	9606.ENSP00000372023	MSH2	CHEK2	9606	0.934	0.0	0.0	0.0	0.183	0.536	0.0	0.841
9606.ENSP00000233146	9606.ENSP00000376272	MSH2	RFC4	9606	0.935	0.049	0.0	0.0	0.539	0.054	0.0	0.863
9606.ENSP00000233146	9606.ENSP00000493712	MSH2	RAD51	9606	0.944	0.057	0.0	0.0	0.242	0.354	0.0	0.893
9606.ENSP00000233146	9606.ENSP00000500891	MSH2	MUTYH	9606	0.946	0.046	0.0	0.0	0.06	0.51	0.0	0.891
9606.ENSP00000233146	9606.ENSP00000322570	MSH2	POLE	9606	0.947	0.0	0.0	0.0	0.122	0.62	0.0	0.855
9606.ENSP00000233146	9606.ENSP00000287647	MSH2	FANCD2	9606	0.957	0.0	0.0	0.0	0.178	0.467	0.54	0.813
9606.ENSP00000233146	9606.ENSP00000369497	MSH2	BRCA2	9606	0.968	0.0	0.0	0.0	0.16	0.0	0.54	0.925
9606.ENSP00000233146	9606.ENSP00000294008	MSH2	SLX4	9606	0.972	0.0	0.0	0.0	0.055	0.735	0.0	0.9
9606.ENSP00000233146	9606.ENSP00000269305	MSH2	TP53	9606	0.974	0.0	0.0	0.0	0.061	0.599	0.5	0.882
9606.ENSP00000233146	9606.ENSP00000320485	MSH2	ARID1A	9606	0.974	0.0	0.0	0.0	0.181	0.0	0.0	0.97
9606.ENSP00000233146	9606.ENSP00000472445	MSH2	POLD1	9606	0.994	0.0	0.0	0.0	0.293	0.637	0.9	0.811
9606.ENSP00000233146	9606.ENSP00000418960	MSH2	BRCA1	9606	0.994	0.0	0.0	0.0	0.227	0.725	0.54	0.946
9606.ENSP00000233146	9606.ENSP00000265849	MSH2	PMS2	9606	0.999	0.061	0.0	0.332	0.355	0.895	0.54	0.999
9606.ENSP00000233146	9606.ENSP00000234420	MSH2	MSH6	9606	0.999	0.0	0.0	0.14	0.682	0.997	0.9	0.991
9606.ENSP00000233146	9606.ENSP00000278616	MSH2	ATM	9606	0.999	0.0	0.0	0.0	0.066	0.324	0.9	0.994
9606.ENSP00000234420	9606.ENSP00000265433	MSH6	NBN	9606	0.907	0.0	0.0	0.0	0.082	0.326	0.0	0.862
9606.ENSP00000234420	9606.ENSP00000260947	MSH6	BARD1	9606	0.925	0.0	0.0	0.0	0.148	0.526	0.0	0.829
9606.ENSP00000234420	9606.ENSP00000267430	MSH6	FANCM	9606	0.927	0.0	0.0	0.0	0.13	0.754	0.0	0.69
9606.ENSP00000234420	9606.ENSP00000376272	MSH6	RFC4	9606	0.928	0.049	0.0	0.0	0.334	0.054	0.0	0.894
9606.ENSP00000234420	9606.ENSP00000322570	MSH6	POLE	9606	0.957	0.0	0.0	0.0	0.284	0.574	0.0	0.871
9606.ENSP00000234420	9606.ENSP00000369497	MSH6	BRCA2	9606	0.967	0.0	0.0	0.0	0.142	0.0	0.54	0.924
9606.ENSP00000234420	9606.ENSP00000347232	MSH6	BLM	9606	0.972	0.047	0.0	0.0	0.228	0.716	0.0	0.883
9606.ENSP00000234420	9606.ENSP00000500891	MSH6	MUTYH	9606	0.982	0.046	0.0	0.0	0.049	0.292	0.0	0.976
9606.ENSP00000234420	9606.ENSP00000472445	MSH6	POLD1	9606	0.995	0.0	0.0	0.0	0.445	0.528	0.9	0.839
9606.ENSP00000234420	9606.ENSP00000418960	MSH6	BRCA1	9606	0.996	0.0	0.0	0.0	0.236	0.611	0.54	0.977
9606.ENSP00000234420	9606.ENSP00000265849	MSH6	PMS2	9606	0.999	0.061	0.0	0.0	0.349	0.835	0.54	0.999
9606.ENSP00000234420	9606.ENSP00000278616	MSH6	ATM	9606	0.999	0.0	0.0	0.0	0.073	0.324	0.9	0.993
9606.ENSP00000236671	9606.ENSP00000355627	CTSD	AGT	9606	0.909	0.0	0.0	0.0	0.052	0.0	0.75	0.648
9606.ENSP00000236671	9606.ENSP00000365230	CTSD	BCL2L1	9606	0.934	0.0	0.0	0.0	0.074	0.0	0.9	0.344
9606.ENSP00000238721	9606.ENSP00000269305	TP53I3	TP53	9606	0.903	0.0	0.0	0.0	0.049	0.51	0.5	0.635
9606.ENSP00000242261	9606.ENSP00000352738	TWIST1	G3BP2	9606	0.96	0.0	0.0	0.0	0.0	0.292	0.0	0.946
9606.ENSP00000242261	9606.ENSP00000269305	TWIST1	TP53	9606	0.967	0.0	0.0	0.0	0.068	0.628	0.0	0.914
9606.ENSP00000244289	9606.ENSP00000360290	LIPE	PRKAA2	9606	0.926	0.0	0.0	0.0	0.0	0.045	0.9	0.296
9606.ENSP00000244289	9606.ENSP00000346148	LIPE	PRKAA1	9606	0.927	0.0	0.0	0.0	0.0	0.045	0.9	0.3
9606.ENSP00000244289	9606.ENSP00000256104	LIPE	FABP4	9606	0.999	0.0	0.0	0.0	0.109	0.575	0.7	0.994
9606.ENSP00000244709	9606.ENSP00000402855	TREM1	TREML1	9606	0.972	0.0	0.0	0.219	0.151	0.0	0.4	0.939
9606.ENSP00000244869	9606.ENSP00000379097	EREG	AREG	9606	0.998	0.0	0.0	0.0	0.507	0.0	0.4	0.995
9606.ENSP00000248244	9606.ENSP00000260010	TICAM1	TLR2	9606	0.975	0.0	0.0	0.0	0.104	0.084	0.9	0.739
9606.ENSP00000248244	9606.ENSP00000351273	TICAM1	CASP8	9606	0.977	0.0	0.0	0.0	0.083	0.51	0.9	0.56
9606.ENSP00000248244	9606.ENSP00000363089	TICAM1	TLR4	9606	0.999	0.0	0.0	0.0	0.105	0.73	0.9	0.99
9606.ENSP00000249071	9606.ENSP00000382423	RAC2	MAP3K1	9606	0.929	0.0	0.0	0.0	0.088	0.128	0.9	0.222
9606.ENSP00000249071	9606.ENSP00000380638	RAC2	PTK2B	9606	0.936	0.0	0.0	0.0	0.166	0.0	0.9	0.304
9606.ENSP00000249071	9606.ENSP00000263088	RAC2	PLD2	9606	0.939	0.0	0.0	0.0	0.0	0.512	0.5	0.77
9606.ENSP00000249071	9606.ENSP00000316845	RAC2	ARHGEF4	9606	0.941	0.0	0.0	0.0	0.0	0.302	0.9	0.232
9606.ENSP00000249071	9606.ENSP00000263967	RAC2	PIK3CA	9606	0.947	0.0	0.0	0.0	0.1	0.273	0.9	0.286
9606.ENSP00000249071	9606.ENSP00000351338	RAC2	PLXNB1	9606	0.966	0.0	0.0	0.0	0.055	0.114	0.9	0.649
9606.ENSP00000249071	9606.ENSP00000278568	RAC2	PAK1	9606	0.967	0.0	0.0	0.0	0.063	0.484	0.9	0.413
9606.ENSP00000250003	9606.ENSP00000343896	MYOD1	SMARCA4	9606	0.957	0.0	0.0	0.0	0.056	0.632	0.0	0.888
9606.ENSP00000250003	9606.ENSP00000263253	MYOD1	EP300	9606	0.991	0.0	0.0	0.0	0.0	0.837	0.0	0.947
9606.ENSP00000250448	9606.ENSP00000263253	FOXA1	EP300	9606	0.933	0.0	0.0	0.0	0.044	0.0	0.8	0.681
9606.ENSP00000250448	9606.ENSP00000363822	FOXA1	AR	9606	0.996	0.0	0.0	0.0	0.083	0.761	0.0	0.987
9606.ENSP00000250448	9606.ENSP00000368632	FOXA1	GATA3	9606	0.997	0.0	0.0	0.0	0.12	0.484	0.9	0.95
9606.ENSP00000250448	9606.ENSP00000405330	FOXA1	ESR1	9606	0.998	0.0	0.0	0.0	0.108	0.626	0.5	0.99
9606.ENSP00000251968	9606.ENSP00000264933	TSG101	PDCD6	9606	0.991	0.0	0.0	0.0	0.104	0.524	0.0	0.98
9606.ENSP00000252102	9606.ENSP00000261584	NDUFA2	PALB2	9606	0.938	0.0	0.0	0.0	0.296	0.842	0.467	0.087
9606.ENSP00000252102	9606.ENSP00000362873	NDUFA2	NDUFA8	9606	0.999	0.0	0.0	0.0	0.945	0.998	0.967	0.805
9606.ENSP00000252102	9606.ENSP00000418438	NDUFA2	NDUFA3	9606	0.999	0.0	0.0	0.0	0.823	0.912	0.967	0.937
9606.ENSP00000252486	9606.ENSP00000255040	APOE	APCS	9606	0.933	0.0	0.0	0.0	0.043	0.0	0.5	0.872
9606.ENSP00000252486	9606.ENSP00000468236	APOE	APOC4	9606	0.957	0.0	0.0	0.0	0.12	0.0	0.72	0.841
9606.ENSP00000252486	9606.ENSP00000355747	APOE	PSEN2	9606	0.961	0.0	0.0	0.0	0.044	0.0	0.0	0.961
9606.ENSP00000252486	9606.ENSP00000317674	APOE	APOL1	9606	0.965	0.0	0.0	0.0	0.042	0.0	0.72	0.881
9606.ENSP00000252486	9606.ENSP00000260197	APOE	SORL1	9606	0.997	0.0	0.0	0.0	0.042	0.6	0.0	0.995
9606.ENSP00000252486	9606.ENSP00000315130	APOE	CLU	9606	0.999	0.0	0.0	0.0	0.241	0.0	0.72	0.997
9606.ENSP00000253801	9606.ENSP00000292432	G6PC	HK3	9606	0.949	0.0	0.0	0.0	0.068	0.0	0.9	0.506
9606.ENSP00000254657	9606.ENSP00000450607	PER2	TIMELESS	9606	0.949	0.0	0.0	0.0	0.113	0.591	0.0	0.871
9606.ENSP00000254657	9606.ENSP00000381531	PER2	CSNK1D	9606	0.996	0.0	0.0	0.0	0.047	0.826	0.9	0.835
9606.ENSP00000254657	9606.ENSP00000314420	PER2	PER1	9606	0.997	0.0	0.0	0.069	0.174	0.968	0.9	0.12
9606.ENSP00000254940	9606.ENSP00000263239	NIP7	DDX18	9606	0.993	0.0	0.0	0.0	0.848	0.951	0.0	0.24
9606.ENSP00000256078	9606.ENSP00000451828	KRAS	AKT1	9606	0.904	0.0	0.0	0.0	0.076	0.11	0.0	0.893
9606.ENSP00000256078	9606.ENSP00000496779	KRAS	LZTR1	9606	0.921	0.0	0.0	0.0	0.0	0.782	0.0	0.652
9606.ENSP00000256078	9606.ENSP00000376345	KRAS	GRB2	9606	0.931	0.0	0.0	0.0	0.093	0.45	0.5	0.758
9606.ENSP00000256078	9606.ENSP00000361021	KRAS	PTEN	9606	0.936	0.0	0.0	0.0	0.078	0.099	0.0	0.93
9606.ENSP00000256078	9606.ENSP00000265080	KRAS	RASGRF2	9606	0.946	0.0	0.0	0.0	0.0	0.377	0.9	0.21
9606.ENSP00000256078	9606.ENSP00000269305	KRAS	TP53	9606	0.949	0.0	0.0	0.0	0.074	0.0	0.0	0.947
9606.ENSP00000256078	9606.ENSP00000368884	KRAS	RPS6KA3	9606	0.95	0.0	0.0	0.0	0.099	0.157	0.9	0.42
9606.ENSP00000256078	9606.ENSP00000382423	KRAS	MAP3K1	9606	0.953	0.0	0.0	0.0	0.076	0.183	0.9	0.461
9606.ENSP00000256078	9606.ENSP00000410294	KRAS	FGFR2	9606	0.973	0.0	0.0	0.0	0.0	0.099	0.9	0.725
9606.ENSP00000256078	9606.ENSP00000365230	KRAS	BCL2L1	9606	0.982	0.0	0.0	0.0	0.047	0.165	0.9	0.807
9606.ENSP00000256078	9606.ENSP00000349547	KRAS	RASSF1	9606	0.987	0.0	0.0	0.0	0.0	0.07	0.9	0.88
9606.ENSP00000256078	9606.ENSP00000418915	KRAS	CDKN2A	9606	0.992	0.0	0.0	0.0	0.055	0.102	0.9	0.917
9606.ENSP00000256078	9606.ENSP00000351015	KRAS	NF1	9606	0.996	0.0	0.0	0.0	0.064	0.543	0.9	0.925
9606.ENSP00000256078	9606.ENSP00000303192	KRAS	RGL1	9606	0.997	0.0	0.0	0.0	0.055	0.967	0.9	0.211
9606.ENSP00000256078	9606.ENSP00000263967	KRAS	PIK3CA	9606	0.998	0.0	0.0	0.0	0.143	0.627	0.9	0.951
